movie_name,year,daily_bo1,theaters_count1,gross_change1,daily_bo2,theaters_count2,gross_change2,daily_bo3,theaters_count3,gross_change3,daily_bo4,theaters_count4,gross_change4,daily_bo5,theaters_count5,gross_change5,daily_bo6,theaters_count6,gross_change6,daily_bo7,theaters_count7,gross_change7,daily_bo8,theaters_count8,gross_change8,daily_bo9,theaters_count9,gross_change9,daily_bo10,theaters_count10,gross_change10,daily_bo11,theaters_count11,gross_change11,daily_bo12,theaters_count12,gross_change12,daily_bo13,theaters_count13,gross_change13,daily_bo14,theaters_count14,gross_change14,daily_bo15,theaters_count15,gross_change15,daily_bo16,theaters_count16,gross_change16,daily_bo17,theaters_count17,gross_change17,daily_bo18,theaters_count18,gross_change18,daily_bo19,theaters_count19,gross_change19,daily_bo20,theaters_count20,gross_change20,daily_bo21,theaters_count21,gross_change21,daily_bo22,theaters_count22,gross_change22,daily_bo23,theaters_count23,gross_change23,daily_bo24,theaters_count24,gross_change24,daily_bo25,theaters_count25,gross_change25,daily_bo26,theaters_count26,gross_change26,daily_bo27,theaters_count27,gross_change27,daily_bo28,theaters_count28,gross_change28,daily_bo29,theaters_count29,gross_change29,daily_bo30,theaters_count30,gross_change30
The Equalizer 2,2018,13375850,3388,0,12709883,3388,-5.0,9925907,3388,-21.9,3688910,3388,-62.8,5002719,3388,35.6,3126325,3388,-37.5,2401751,3388,-23.2,3989067,3388,66.1,5743517,3388,44.0,4287433,3388,-25.4,1575933,3388,-63.2,2301064,3388,46.0,1545485,3388,-32.8,1382421,3388,-10.6,2418734,2725,75.0,3661353,2725,51.4,2675820,2725,-26.9,1104069,2725,-58.7,1418867,2725,28.5,1008327,2725,-28.9,802493,2725,-20.4,1450911,2373,80.8,2372727,2373,63.5,1584599,2373,-33.2,578614,2373,-63.5,811339,2373,40.2,521430,2373,-35.7,453336,2373,-13.1,773424,1888,70.6,1254528,1888,62.2
Rampage,2018,11543321,4101,0,13884589,4101,20.3,10325183,4101,-25.6,2514147,4101,-75.7,3406845,4101,35.5,1981489,4101,-41.8,1944492,4101,-1.9,4996289,4115,156.9,9088365,4115,81.9,6009640,4115,-33.9,1278214,4115,-78.7,1892463,4115,48.1,1146449,4115,-39.4,814071,4115,-29.0,1794525,3508,120.4,3144559,3508,75.2,2266231,3508,-27.9,496888,3508,-78.1,744374,3508,49.8,450483,3508,-39.5,441693,3508,-2.0,1155988,3151,161.7,2008628,3151,73.8,1472784,3151,-26.7,342301,3151,-76.8,548601,3151,60.3,350614,3151,-36.1,321437,3151,-8.3,820911,2548,155.4,1464010,2548,78.3
A Wrinkle in Time,2018,10208602,3980,0,13617058,3980,33.4,9297949,3980,-31.7,2643504,3980,-71.6,3819226,3980,44.5,2562092,3980,-32.9,2346223,3980,-8.4,4592822,3980,95.8,6986048,3980,52.1,4678009,3980,-33.0,1094007,3980,-76.6,1680532,3980,53.6,1132863,3980,-32.6,1183672,3980,4.5,2164884,3423,82.9,3593452,3423,66.0,2457156,3423,-31.6,926151,3423,-62.3,1383800,3423,49.4,1003573,3423,-27.5,1184791,3423,18.1,1897677,2367,60.2,1702469,2367,-10.3,1242478,2367,-27.0,971908,2367,-21.8,1031795,2367,6.2,845155,2367,-18.1,724860,2367,-14.2,943096,1701,30.1,1468907,1701,55.8
Fifty Shades Freed,2018,18407850,3768,0,12635555,3768,-31.4,7516790,3768,-40.5,2775995,3768,-63.1,3941660,3768,42.0,10768020,3768,173.2,3145585,3768,-70.8,5658200,3768,79.9,6960250,3768,23.0,4689095,3768,-32.6,2131575,3768,-54.5,1605005,3768,-24.7,1228780,3768,-23.4,1181420,3768,-3.9,2339405,3265,98.0,3052915,3265,30.5,1754965,3265,-42.5,575530,3265,-67.2,770085,3265,33.8,597915,3265,-22.4,552865,3265,-7.5,1062430,2614,92.2,1507300,2614,41.9,830775,2614,-44.9,312515,2614,-62.4,410580,2614,31.4,326425,2614,-20.5,275110,2614,-15.7,441980,1357,60.7,584925,1357,32.3
Christopher Robin,2018,9514392,3602,0,8643041,3602,-9.2,6427706,3602,-25.6,3100223,3602,-51.8,4480368,3602,44.5,2828425,3602,-36.9,2595162,3602,-8.2,3687530,3602,42.1,5382490,3602,46.0,3890037,3602,-27.7,1809782,3602,-53.5,2609188,3602,44.2,1617702,3602,-38.0,1431364,3602,-11.5,2680074,3602,87.2,3587192,3602,33.8,2594264,3602,-27.7,984236,3602,-62.1,1593541,3602,61.9,1039697,3602,-34.8,792369,3602,-23.8,1630154,3394,105.7,2874316,3394,76.3,1757313,3394,-38.9,612935,3394,-65.1,948743,3394,54.8,630881,3394,-33.5,665743,3394,5.5,1251170,2925,87.9,2025660,2925,61.9
Green Book,2018,93036,25,0,130081,25,39.8,97312,25,-25.2,41001,25,-57.9,38971,25,-5.0,911425,1063,2238.7,1047155,1063,14.9,2063185,1063,97.0,2120810,1063,2.8,1317525,1063,-37.9,471660,1063,-64.2,691400,1063,46.6,559855,1063,-19.0,531075,1063,-5.1,1165675,1065,119.5,1687335,1065,44.8,1078210,1065,-36.1,390980,1065,-63.7,659710,1065,68.7,475580,1065,-27.9,469930,1065,-1.2,1104955,1181,135.1,1726595,1181,56.3,1073480,1181,-37.8,425385,1181,-60.4,662215,1181,55.7,432810,1181,-34.6,413015,1181,-4.6,777675,1215,88.3,1214225,1215,56.1
I Can Only Imagine,2018,6237850,1629,0,5980019,1629,-4.1,4891045,1629,-18.2,1646433,1629,-66.3,2323382,1629,41.1,1682106,1629,-27.6,1718656,1629,2.2,3799826,2253,121.1,5518013,2253,45.2,4297128,2253,-22.1,1430865,2253,-66.7,2136050,2253,49.3,1491436,2253,-30.2,1672528,2253,12.1,3662859,2648,119.0,3833012,2648,4.6,2970974,2648,-22.5,1395207,2648,-53.0,1612573,2648,15.6,1298598,2648,-19.5,1128642,2648,-13.1,2150325,2894,90.5,3472313,2894,61.5,2183914,2894,-37.1,593588,2894,-72.8,900912,2894,51.8,594091,2894,-34.1,529220,2894,-10.9,1090481,2573,106.1,1724573,2573,58.1
Smallfoot,2018,6433241,4131,0,9875229,4131,53.5,6737165,4131,-31.8,1057158,4131,-84.3,1874409,4131,77.3,951333,4131,-49.2,932410,4131,-2.0,3457357,4131,270.8,6238106,4131,80.4,4707096,4131,-24.5,3052184,4131,-35.2,1349404,4131,-55.8,796056,4131,-41.0,847073,4131,6.4,2268281,3606,167.8,4203032,3606,85.3,2595524,3606,-38.2,625364,3606,-75.9,711480,3606,13.8,466902,3606,-34.4,572231,3606,22.6,1684742,3032,194.4,2962038,3032,75.8,1930096,3032,-34.8,388489,3032,-79.9,476278,3032,22.6,290680,3032,-39.0,357692,3032,23.1,1131166,2662,216.2,2206681,2662,95.1
Night School,2018,9520825,3010,0,11268050,3010,18.4,6468740,3010,-42.6,1672715,3010,-74.1,2781015,3010,66.3,1552405,3010,-44.2,1212605,3010,-21.9,3475195,3019,186.6,5335070,3019,53.5,3704660,3019,-30.6,1710115,3019,-53.8,1384030,3019,-19.1,878220,3019,-36.5,845305,3019,-3.7,2210245,2780,161.5,3519040,2780,59.2,2021970,2780,-42.5,597470,2780,-70.5,800050,2780,33.9,513830,2780,-35.8,435270,2780,-15.3,1417025,2296,225.6,2286450,2296,61.4,1189040,2296,-48.0,323350,2296,-72.8,471515,2296,45.8,301735,2296,-36.0,301085,2296,-0.2,929780,1991,208.8,1504095,1991,61.8
The First Purge,2018,9305875,3031,216.4,4600070,3031,-50.6,6059220,3031,31.7,6322350,3031,4.3,4992710,3031,-21.0,2389785,3031,-52.1,2941575,3031,23.1,1962430,3031,-33.3,1803955,3031,-8.1,3021775,3038,67.5,3511575,3038,16.2,2779180,3038,-20.9,1404895,3038,-49.4,1834535,3038,30.6,1256235,3038,-31.5,1025200,3038,-18.4,1501435,2331,46.5,1992495,2331,32.7,1611375,2331,-19.1,778060,2331,-51.7,964365,2331,23.9,712230,2331,-26.1,482550,2331,-32.2,676940,1400,40.3,886690,1400,31.0,651770,1400,-26.5,361840,1400,-44.5,452690,1400,25.1,346175,1400,-23.5,198100,1400,-42.8
Game Night,2018,5596003,3488,0,6977434,3488,24.7,4431895,3488,-36.5,1303144,3488,-70.6,1902236,3488,46.0,1351989,3488,-28.9,1265065,3488,-6.4,3011960,3502,138.1,4774180,3502,58.5,2626356,3502,-45.0,838103,3502,-68.1,1227813,3502,46.5,903182,3502,-26.4,931272,3502,3.1,2203455,3061,136.6,3555004,3061,61.3,2104932,3061,-40.8,842264,3061,-60.0,1118483,3061,32.8,869158,3061,-22.3,770256,3061,-11.4,1752665,2686,127.5,2385389,2686,36.1,1464176,2686,-38.6,540227,2686,-63.1,748352,2686,38.5,588238,2686,-21.4,570304,2686,-3.0,1213258,1866,112.7,1839726,1866,51.6
Book Club,2018,4785260,2781,0,4755874,2781,-0.6,4041097,2781,-15.0,1901377,2781,-52.9,2802312,2781,47.4,2049298,2781,-26.9,1872792,2781,-8.6,2717879,2810,45.1,3581989,2810,31.8,3771813,2810,5.3,3049479,2810,-19.2,1960360,2810,-35.7,1665043,2810,-15.1,1562175,2810,-6.2,2107631,3169,34.9,2752600,3169,30.6,2178802,3169,-20.8,1091320,3169,-49.9,1667381,3169,52.8,1282439,3169,-23.1,1077203,3169,-16.0,1261613,2802,17.1,1652084,2802,31.0,1371759,2802,-17.0,685677,2802,-50.0,1007715,2802,47.0,846232,2802,-16.0,650889,2802,-23.1,606566,1656,-6.8,726679,1656,19.8
The House with a Clock in Its Walls,2018,7792860,3592,0,11478330,3592,47.3,7336830,3592,-36.1,1236560,3592,-83.1,2243770,3592,81.5,1137555,3592,-49.3,1027320,3592,-9.7,3096850,3592,201.4,5859350,3592,89.2,3648920,3592,-37.7,653045,3592,-82.1,1108820,3592,69.8,620605,3592,-44.0,515745,3592,-16.9,1778625,3463,244.9,3179650,3463,78.8,2374390,3463,-25.3,1412500,3463,-40.5,721690,3463,-48.9,568810,3463,-21.2,483275,3463,-15.0,975305,2791,101.8,1778850,2791,82.4,1090085,2791,-38.7,279735,2791,-74.3,335140,2791,19.8,222830,2791,-33.5,230145,2791,3.3,460340,1588,100.0,825975,1588,79.4
Skyscraper,2018,9248305,3782,0,9020860,3782,-2.5,6635850,3782,-26.4,2565660,3782,-61.3,4092165,3782,59.5,2329420,3782,-43.1,1896860,3782,-18.6,3164480,3822,66.8,4583995,3822,44.9,3611555,3822,-21.2,1519605,3822,-57.9,2355480,3822,55.0,1586540,3822,-32.6,1138985,3822,-28.2,1558500,2773,36.8,2201395,2773,41.3,1581560,2773,-28.2,701280,2773,-55.7,1109605,2773,58.2,782975,2773,-29.4,545090,2773,-30.4,650245,1523,19.3,955365,1523,46.9,642075,1523,-32.8,283850,1523,-55.8,384405,1523,35.4,217540,1523,-43.4,147230,1523,-32.3,188100,670,27.8,295955,670,57.3
Insidious: The Last Key,2018,12723575,3116,0,11023230,3116,-13.4,5834550,3116,-47.1,1770225,3116,-69.7,2206025,3116,24.6,1373090,3116,-37.8,1310445,3116,-4.6,3411315,3150,160.3,5098250,3150,49.5,3910150,3150,-23.3,1934050,3150,-50.5,937045,3150,-51.6,649285,3150,-30.7,603030,3150,-7.1,1789795,2546,196.8,2768355,2546,54.7,1315905,2546,-52.5,380960,2546,-71.0,510815,2546,34.1,361620,2546,-29.2,348585,2546,-3.6,929050,1901,166.5,1527260,1901,64.4,732745,1901,-52.0,205515,1901,-72.0,267690,1901,30.3,194075,1901,-27.5,174325,1901,-10.2,455935,1253,161.5,772790,1253,69.5
Instant Family,2018,4535317,3286,0,5865714,3286,29.3,4103284,3286,-30.0,1476722,3286,-64.0,2345471,3286,58.8,2320319,3286,-1.1,2607351,3286,12.4,4644151,3286,78.1,4970389,3286,7.0,2696168,3286,-45.8,685576,3286,-74.6,1144904,3286,67.0,687166,3286,-40.0,695237,3286,1.2,2114039,3376,204.1,3189600,3376,50.9,1866437,3376,-41.5,488965,3376,-73.8,942156,3376,92.7,595387,3376,-36.8,586389,3376,-1.5,1570446,3426,167.8,2609520,3426,66.2,1576345,3426,-39.6,447119,3426,-71.6,783297,3426,75.2,485125,3426,-38.1,465460,3426,-4.1,1075470,2860,131.1,1655761,2860,54.0
Blockers,2018,7768185,3379,0,8223180,3379,5.9,4564985,3379,-44.5,1435505,3379,-68.6,2039640,3379,42.1,1336975,3379,-34.5,1265200,3379,-5.4,3276145,3418,158.9,4545160,3418,38.7,2949005,3418,-35.1,933510,3418,-68.3,1210915,3418,29.7,878535,3418,-27.4,840105,3418,-4.4,2124940,3134,152.9,3058140,3134,43.9,1652065,3134,-46.0,527325,3134,-68.1,737720,3134,39.9,545955,3134,-26.0,358300,3134,-34.4,890680,2324,148.6,1308490,2324,46.9,776090,2324,-40.7,288480,2324,-62.8,391160,2324,35.6,282745,2324,-27.7,262365,2324,-7.2,549285,1672,109.4,730435,1672,33.0
Pacific Rim: Uprising,2018,10329775,3708,0,10571865,3708,2.3,7214895,3708,-31.8,2165925,3708,-70.0,2945105,3708,36.0,1558630,3708,-47.1,1679625,3708,7.8,3298560,3708,96.4,3554765,3708,7.8,2517080,3708,-29.2,1165755,3708,-53.7,1276750,3708,9.5,936160,3708,-26.7,795170,3708,-15.1,1290590,2627,62.3,2191345,2627,69.8,1345310,2627,-38.6,313590,2627,-76.7,473925,2627,51.1,304565,2627,-35.7,224750,2627,-26.2,382750,1537,70.3,641030,1537,67.5,427760,1537,-33.3,117880,1537,-72.4,157855,1537,33.9,114095,1537,-27.7,91235,1537,-20.0,147770,646,62.0,273145,646,84.8
Tomb Raider,2018,8984365,3854,0,8714334,3854,-3.0,5934618,3854,-31.9,1841165,3854,-69.0,2718330,3854,47.6,1632242,3854,-40.0,1493054,3854,-8.5,2842763,3854,90.4,4394710,3854,54.6,2865143,3854,-34.8,1030864,3854,-64.0,1506102,3854,46.1,904488,3854,-39.9,931047,3854,2.9,1749643,2788,87.9,1804443,2788,3.1,1367962,2788,-24.2,667301,2788,-51.2,767453,2788,15.0,581277,2788,-24.3,412786,2788,-29.0,557005,1673,34.9,881664,1673,58.3,487646,1673,-44.7,160689,1673,-67.0,254771,1673,58.5,155331,1673,-39.0,125373,1673,-19.3,145708,502,16.2,202256,502,38.8
Maze Runner: The Death Cure,2018,8448249,3787,0,9640001,3787,14.1,6078761,3787,-36.9,1362932,3787,-77.6,1904916,3787,39.8,1090374,3787,-42.8,1034966,3787,-5.1,3050237,3793,194.7,5420207,3793,77.7,2004451,3793,-63.0,720463,3793,-64.1,1027145,3793,42.6,653667,3793,-36.4,581760,3793,-11.0,1496802,2923,157.3,2848536,2923,90.3,1876965,2923,-34.1,464894,2923,-75.2,539240,2923,16.0,931540,2923,72.8,304020,2923,-67.4,644025,1892,111.8,1072762,1892,66.6,883608,1892,-17.6,643459,1892,-27.2,291023,1892,-54.8,193906,1892,-33.4,157695,1892,-18.7,240643,952,52.6,448134,952,86.2
The Nutcracker and the Four Realms,2018,5890162,3766,0,8648248,3766,46.8,5814081,3766,-32.8,1098896,3766,-81.1,2534287,3766,130.6,874723,3766,-65.5,831137,3766,-5.0,2390836,3766,187.7,4430318,3766,85.3,3265715,3766,-26.3,1702309,3766,-47.9,843618,3766,-50.4,463969,3766,-45.0,404391,3766,-12.8,1124048,2635,178.0,2133002,2635,89.8,1515900,2635,-28.9,625858,2635,-58.7,842200,2635,34.6,534784,1757,-36.5,432700,1757,-19.1,1084159,1757,150.6,1031348,1757,-4.9,669861,1757,-35.0,139065,1757,-79.2,184755,1757,32.9,124946,1757,-32.4,124593,1757,-0.3,286795,1392,130.2,603295,1392,110.4
Tag,2018,5428514,3382,0,4950235,3382,-8.8,4568647,3382,-7.7,1819816,3382,-60.2,2303071,3382,26.6,1674212,3382,-27.3,1423050,3382,-15.0,2444485,3382,71.8,3322073,3382,35.9,2484672,3382,-25.2,1087109,3382,-56.2,1507869,3382,38.7,1171111,3382,-22.3,1067944,3382,-8.8,1731370,3176,62.1,2265506,3176,30.9,1883855,3176,-16.8,995117,3176,-47.2,1215327,3176,22.1,1201586,3176,-1.1,680112,3176,-43.4,969210,2157,42.5,1195598,2157,23.4,864982,2157,-27.7,432215,2157,-50.0,593851,2157,37.4,452113,2157,-23.9,308307,2157,-31.8,379761,982,23.2,538547,982,41.8
A Simple Favor,2018,5956444,3102,0,6306587,3102,5.9,3748658,3102,-40.6,1276260,3102,-66.0,2297533,3102,80.0,1331685,3102,-42.0,1245247,3102,-6.5,3272081,3102,162.8,4435912,3102,35.6,2544213,3102,-42.6,821949,3102,-67.7,1424949,3102,73.4,1038231,3102,-27.1,767059,3102,-26.1,2093110,3073,172.9,2836189,3073,35.5,1611367,3073,-43.2,536393,3073,-66.7,916911,3073,70.9,556201,3073,-39.3,562377,3073,1.1,1041074,2408,85.1,1404816,2408,34.9,979064,2408,-30.3,505897,2408,-48.3,465033,2408,-8.1,337081,2408,-27.5,345187,2408,2.4,420582,1452,21.8,589385,1452,40.1
Life of the Party,2018,4935225,3656,0,6070432,3656,23.0,6880418,3656,13.3,1276541,3656,-81.4,1896487,3656,48.6,1224238,3656,-35.4,1028166,3656,-16.0,2209845,3656,114.9,3261482,3656,47.6,2132523,3656,-34.6,736717,3656,-65.5,1039155,3656,41.1,676119,3656,-34.9,617638,3656,-8.6,1392374,2937,125.4,1982032,2937,42.3,2005084,2937,1.2,1496263,2937,-25.4,801547,2937,-46.4,628941,2937,-21.5,554403,2937,-11.9,1061757,2511,91.5,1496286,2511,40.9,946582,2511,-36.7,417324,2511,-55.9,642581,2511,54.0,432672,2511,-32.7,318745,2511,-26.3,645715,1842,102.6,931419,1842,44.2
The Predator,2018,10303059,4037,0,8394521,4037,-18.5,5934704,4037,-29.3,1901211,4037,-68.0,2502227,4037,31.6,1464357,4037,-41.5,1235043,4037,-15.7,2537491,4070,105.5,4087255,4070,61.1,2551713,4070,-37.6,741369,4070,-70.9,1094686,4070,47.7,671693,4070,-38.6,514922,4070,-23.3,1018472,2926,97.8,1717155,2926,68.6,1125199,2926,-34.5,326905,2926,-70.9,470687,2926,44.0,306079,2926,-35.0,187141,2926,-38.9,241225,1643,28.9,392002,1643,62.5,314131,1643,-19.9,153803,1643,-51.0,137705,1643,-10.5,98599,1643,-28.4,66567,1643,-32.5,55257,376,-17.0,101657,376,84.0
Overboard,2018,4835050,1623,0,5105308,1623,5.6,4770743,1623,-6.6,1152662,1623,-75.8,1584367,1623,37.5,990943,1623,-37.5,1054904,1623,6.5,2177107,2006,106.4,3529440,2006,62.1,4157868,2006,17.8,732660,2006,-82.4,1011630,2006,38.1,638580,2006,-36.9,507308,2006,-20.6,1158821,1820,128.4,1896918,1820,63.7,1570119,1820,-17.2,366651,1820,-76.6,573834,1820,56.5,364026,1820,-36.6,315474,1820,-13.3,717357,1196,127.4,1104103,1196,53.9,1312107,1196,18.8,1004830,1196,-23.4,383851,1196,-61.8,278267,1196,-27.5,253266,1196,-9.0,505023,1228,99.4,793451,1228,57.1
Sicario: Day of the Soldado,2018,7483029,3055,0,6182230,3055,-17.4,5342307,3055,-13.6,2151814,3055,-59.7,2583670,3055,20.1,2577639,3055,-0.2,1681381,3055,-34.8,2283913,3055,35.8,2898544,3055,26.9,2442043,3055,-15.7,926713,3055,-62.1,1181978,3055,27.5,853587,3055,-27.8,761497,3055,-10.8,1037651,2006,36.3,1561628,2006,50.5,1281771,2006,-17.9,494474,2006,-61.4,646076,2006,30.7,480566,2006,-25.6,353142,2006,-26.5,516222,1448,46.2,759494,1448,47.1,606378,1448,-20.2,239381,1448,-60.5,297470,1448,24.3,250157,1448,-15.9,176119,1448,-29.6,188084,574,6.8,282218,574,50.0
BlacKkKlansman,2018,3614135,1512,0,4119370,1512,14.0,3111825,1512,-24.5,1268150,1512,-59.2,1582350,1512,24.8,1071180,1512,-32.3,1242480,1512,16.0,1981705,1788,59.5,2951370,1788,48.9,2450120,1788,-17.0,780375,1788,-68.1,1053885,1788,35.0,779165,1788,-26.1,687430,1788,-11.8,1398085,1914,103.4,2196610,1914,57.1,1503710,1914,-31.5,524630,1914,-65.1,725905,1914,38.4,526810,1914,-27.4,623535,1914,18.4,1028910,1766,65.0,1566980,1766,52.3,1606190,1766,2.5,1447075,1766,-9.9,424525,1766,-70.7,320900,1766,-24.4,301125,1766,-6.2,745865,1547,147.7,1157795,1547,55.2
I Feel Pretty,2018,6199651,3440,0,6011268,3440,-3.0,3819299,3440,-36.5,1198723,3440,-68.6,1811048,3440,51.1,1271988,3440,-29.8,1131584,3440,-11.0,2579441,3440,127.9,3374362,3440,30.8,2222954,3440,-34.1,717175,3440,-67.7,1063254,3440,48.3,745820,3440,-29.9,751716,3440,0.8,1621161,3232,115.7,1987520,3232,22.6,1441839,3232,-27.5,462629,3232,-67.9,736405,3232,59.2,530279,3232,-28.0,468460,3232,-11.7,971427,2858,107.4,1427167,2858,46.9,1406843,2858,-1.4,326214,2858,-76.8,471482,2858,44.5,346749,2858,-26.5,241999,2858,-30.2,345439,1505,42.7,525066,1505,52.0
Vice,2018,4784212,2378,0,2869129,2378,-40.0,2252775,2378,-21.5,2710818,2442,20.3,2742701,2442,1.2,2314852,2442,-15.6,2101680,2442,-9.2,2208072,2442,5.1,1027618,2442,-53.5,981131,2442,-4.5,1778548,2534,81.3,2520324,2534,41.7,1435637,2534,-43.0,611242,2534,-57.4,986032,2534,61.3,701628,2534,-28.8,631444,2534,-10.0,1035887,1724,64.1,1396464,1724,34.8,803479,1724,-42.5,335773,1724,-58.2,496719,1724,47.9,353068,1724,-28.9,304130,1724,-13.9,493623,1175,62.3,801010,1175,62.3,474554,1175,-40.8,375974,1175,-20.8,307807,1175,-18.1,249246,1175,-19.0
Red Sparrow,2018,6012929,3056,0,6748449,3056,12.2,4092044,3056,-39.4,1444429,3056,-64.7,2042040,3056,41.4,1358617,3056,-33.5,1270235,3056,-6.5,2330475,3064,83.5,3833917,3064,64.5,2337871,3064,-39.0,871167,3064,-62.7,1192792,3064,36.9,860274,3064,-27.9,738403,3064,-14.2,1341602,2583,81.7,1882709,2583,40.3,1306876,2583,-30.6,478808,2583,-63.4,684549,2583,43.0,510133,2583,-25.5,457681,2583,-10.3,629638,1482,37.6,985478,1482,56.5,633730,1482,-35.7,239144,1482,-62.3,330985,1482,38.4,190797,1482,-42.4,154768,1482,-18.9,242979,508,57.0,262050,508,7.8
Breaking In,2018,4578710,2537,0,5718755,2537,24.9,7332820,2537,28.2,1260080,2537,-82.8,1686455,2537,33.8,911335,2537,-46.0,791555,2537,-13.1,1913670,2537,141.8,2975860,2537,55.5,1936855,2537,-34.9,588520,2537,-69.6,885110,2537,50.4,532945,2537,-39.8,475985,2537,-10.7,1104880,1985,132.1,1650150,1985,49.4,1529555,1985,-7.3,1216110,1985,-20.5,621425,1985,-48.9,448990,1985,-27.7,370250,1985,-17.5,794325,1682,114.5,1265340,1682,59.3,751850,1682,-40.6,324280,1682,-56.9,460955,1682,42.1,282740,1682,-38.7,226680,1682,-19.8,379280,1162,67.3,627605,1162,65.5
Goosebumps 2: Slappy's Revenge,2018,4820864,3521,0,6685839,3521,38.7,4295522,3521,-35.8,790307,3521,-81.6,1193971,3521,51.1,600573,3521,-49.7,702736,3521,17.0,2532185,3521,260.3,4401035,3521,73.8,2787953,3521,-36.7,458608,3521,-83.6,740480,3521,61.5,383647,3521,-48.2,455089,3521,18.6,1795904,3723,294.6,3375092,3723,87.9,2113211,3723,-37.4,367117,3723,-82.6,616054,3723,67.8,702184,3723,14.0,313945,3723,-55.3,848734,2828,170.3,1802349,2828,112.4,1122637,2828,-37.7,217822,2828,-80.6,570945,2828,162.1,155852,2828,-72.7,130189,2828,-16.5,199925,1519,53.6,386324,1519,93.2
12 Strong,2018,5672828,3002,0,6838422,3002,20.5,3303775,3002,-51.7,1304131,3002,-60.5,1786596,3002,37.0,1182632,3002,-33.8,1036226,3002,-12.4,2305670,3018,122.5,3871869,3018,67.9,2508527,3018,-35.2,639155,3018,-74.5,904103,3018,41.5,617241,3018,-31.7,622378,3018,0.8,1473664,2918,136.8,2495219,2918,69.3,737598,2918,-70.4,453173,2918,-38.6,627439,2918,38.5,457716,2918,-27.1,431817,2918,-5.7,682106,1901,58.0,1251068,1901,83.4,810074,1901,-35.2,242303,1901,-70.1,300089,1901,23.8,416185,1901,38.7,176202,1901,-57.7,245164,815,39.1,407903,815,66.4
Den of Thieves,2018,5634222,2432,0,6049858,2432,7.4,3522028,2432,-41.8,1304937,2432,-62.9,1563698,2432,19.8,1062106,2432,-32.1,1005596,2432,-5.3,2342433,2432,132.9,3773427,2432,61.1,2516948,2432,-33.3,699050,2432,-72.2,879257,2432,25.8,627338,2432,-28.7,620034,2432,-1.2,1437775,2112,131.9,2407143,2112,67.4,706245,2112,-70.7,491898,2112,-30.4,607942,2112,23.6,430393,2112,-29.2,388995,2112,-9.6,748411,1468,92.4,1328353,1468,77.5,922615,1468,-30.5,279384,1468,-69.7,332045,1468,18.8,664219,1468,100.0,155580,1468,-76.6,230326,730,48.0,381014,730,65.4
First Man,2018,5783310,3640,0,6365425,3640,10.1,3857330,3640,-39.4,1312670,3640,-66.0,1785190,3640,36.0,1257490,3640,-29.6,1073635,3640,-14.6,2493570,3640,132.3,3661030,3640,46.8,2172535,3640,-40.7,672280,3640,-69.1,1059340,3640,57.6,720890,3640,-31.9,728385,3640,1.0,1385080,2959,90.2,2206390,2959,59.3,1274105,2959,-42.3,406330,2959,-68.1,618350,2959,52.2,594755,2959,-3.8,361780,2959,-39.2,652250,1712,80.3,979395,1712,50.2,552740,1712,-43.6,199235,1712,-64.0,298055,1712,49.6,191000,1712,-35.9,150160,1712,-21.4,260270,815,73.3,398890,815,53.3
Hereditary,2018,5146504,2964,0,4658468,2964,-9.5,3770201,2964,-19.1,1698658,2964,-54.9,1956981,2964,15.2,1565781,2964,-20.0,1364527,2964,-12.9,2224110,2998,63.0,2665677,2998,19.9,1965276,2998,-26.3,1090141,2998,-44.5,1311646,2998,20.3,1034145,2998,-21.2,739851,2998,-28.5,1109326,2002,49.9,1442520,2002,30.0,1076841,2002,-25.4,578432,2002,-46.3,700547,2002,21.1,561027,2002,-19.9,459094,2002,-18.2,673188,1424,46.6,867465,1424,28.9,746158,1424,-14.0,425975,1424,-42.9,440649,1424,3.4,344958,1424,-21.7,242484,1424,-29.7,331069,744,36.5,394070,744,19.0
Acrimony,2018,7271363,2006,0,6140605,2006,-15.6,3758739,2006,-38.8,1703903,2006,-54.7,1909964,2006,12.1,1304112,2006,-31.7,1195894,2006,-8.3,2464441,2006,106.1,3688143,2006,49.7,2228399,2006,-39.6,639204,2006,-71.3,862715,2006,35.0,530673,2006,-38.5,477322,2006,-10.1,1085108,1332,127.3,1620602,1332,49.3,946988,1332,-41.6,306253,1332,-67.7,383440,1332,25.2,262063,1332,-31.7,234952,1332,-10.3,543186,1148,131.2,903554,1148,66.3,518789,1148,-42.6,164603,1148,-68.3,206652,1148,25.5,140694,1148,-31.9,90182,1148,-35.9,174093,540,93.0,284808,540,63.6
Sherlock Gnomes,2018,2801819,3662,0,4600352,3662,64.2,3202603,3662,-30.4,1026439,3662,-67.9,1653440,3662,61.1,1109971,3662,-32.9,1426022,3662,28.5,3032200,3662,112.6,2342686,3662,-22.7,1626684,3662,-30.6,1610044,3662,-1.0,1524535,3662,-5.3,1265845,3662,-17.0,1075421,3662,-15.0,1410215,2733,31.1,2503492,2733,77.5,1522361,2733,-39.2,243412,2733,-84.0,377411,2733,55.1,252730,2733,-33.0,215805,2733,-14.6,420724,2116,95.0,1050554,2116,149.7,933383,2116,-11.2,283962,2116,-69.6,235547,2116,-17.0,182492,2116,-22.5,221307,2116,21.3,305972,1459,38.3,670198,1459,119.0
